"","NAME","Year","Month","Day","PRCP","SNOW","SNWD"
"12483","HANOVER, NH US",1962,5,9,0,0,0
"12484","HANOVER, NH US",1962,5,10,0,0,0
"12485","HANOVER, NH US",1962,5,11,0,0,0
"12486","HANOVER, NH US",1962,5,12,0,0,0
"12487","HANOVER, NH US",1962,5,13,0,0,0
"12488","HANOVER, NH US",1962,5,14,0.27,0,0
"12489","HANOVER, NH US",1962,5,15,0.01,0,0
"12490","HANOVER, NH US",1962,5,16,0.23,0,0
"12491","HANOVER, NH US",1962,5,17,0.02,0,0
"12492","HANOVER, NH US",1962,5,18,0,0,0
"12493","HANOVER, NH US",1962,5,19,0,0,0
"12494","HANOVER, NH US",1962,5,20,0.33,0,0
"12495","HANOVER, NH US",1962,5,21,0.29,0,0
"12496","HANOVER, NH US",1962,5,22,0,0,0
"12497","HANOVER, NH US",1962,5,23,0,0,0
"12498","HANOVER, NH US",1962,5,24,1.4,0,0
"12499","HANOVER, NH US",1962,5,25,0.02,0,0
"12500","HANOVER, NH US",1962,5,26,0,0,0
"12501","HANOVER, NH US",1962,5,27,0,0,0
"12502","HANOVER, NH US",1962,5,28,0,0,0
"12503","HANOVER, NH US",1962,5,29,0,0,0
"12504","HANOVER, NH US",1962,5,30,0,0,0
"12505","HANOVER, NH US",1962,5,31,0.13,0,0
"12506","HANOVER, NH US",1962,6,1,0,0,0
"12507","HANOVER, NH US",1962,6,2,0,0,0
"12508","HANOVER, NH US",1962,6,3,0,0,0
"12509","HANOVER, NH US",1962,6,4,0,0,0
"12510","HANOVER, NH US",1962,6,5,0.12,0,0
"12511","HANOVER, NH US",1962,6,6,0.34,0,0
"12512","HANOVER, NH US",1962,6,7,0,0,0
"12513","HANOVER, NH US",1962,6,8,0,0,0
"12514","HANOVER, NH US",1962,6,9,0,0,0
"12515","HANOVER, NH US",1962,6,10,0,0,0
"12516","HANOVER, NH US",1962,6,11,0.09,0,0
"12517","HANOVER, NH US",1962,6,12,0.14,0,0
"12518","HANOVER, NH US",1962,6,13,0,0,0
"12519","HANOVER, NH US",1962,6,14,0,0,0
"12520","HANOVER, NH US",1962,6,15,0,0,0
"12521","HANOVER, NH US",1962,6,16,0.1,0,0
"12522","HANOVER, NH US",1962,6,17,0,0,0
"12523","HANOVER, NH US",1962,6,18,0.01,0,0
"12524","HANOVER, NH US",1962,6,19,0.04,0,0
"12525","HANOVER, NH US",1962,6,20,0.01,0,0
"12526","HANOVER, NH US",1962,6,21,0.04,0,0
"12527","HANOVER, NH US",1962,6,22,0,0,0
"12528","HANOVER, NH US",1962,6,23,0.28,0,0
"12529","HANOVER, NH US",1962,6,24,0.13,0,0
"12530","HANOVER, NH US",1962,6,25,0.01,0,0
"12531","HANOVER, NH US",1962,6,26,0.22,0,0
"12532","HANOVER, NH US",1962,6,27,0,0,0
"12533","HANOVER, NH US",1962,6,28,0,0,0
"12534","HANOVER, NH US",1962,6,29,0,0,0
"12535","HANOVER, NH US",1962,6,30,0,0,0
"12536","HANOVER, NH US",1962,7,1,0.21,0,0
"12537","HANOVER, NH US",1962,7,2,0,0,0
"12538","HANOVER, NH US",1962,7,3,0,0,0
"12539","HANOVER, NH US",1962,7,4,0,0,0
"12540","HANOVER, NH US",1962,7,5,0,0,0
"12541","HANOVER, NH US",1962,7,6,0,0,0
"12542","HANOVER, NH US",1962,7,7,0,0,0
"12543","HANOVER, NH US",1962,7,8,0,0,0
"12544","HANOVER, NH US",1962,7,9,0.79,0,0
"12545","HANOVER, NH US",1962,7,10,0.04,0,0
"12546","HANOVER, NH US",1962,7,11,0,0,0
"12547","HANOVER, NH US",1962,7,12,0,0,0
"12548","HANOVER, NH US",1962,7,13,0.14,0,0
"12549","HANOVER, NH US",1962,7,14,0,0,0
"12550","HANOVER, NH US",1962,7,15,0.03,0,0
"12551","HANOVER, NH US",1962,7,16,0.15,0,0
"12552","HANOVER, NH US",1962,7,17,0,0,0
"12553","HANOVER, NH US",1962,7,18,1.15,0,0
"12554","HANOVER, NH US",1962,7,19,0,0,0
"12555","HANOVER, NH US",1962,7,20,0,0,0
"12556","HANOVER, NH US",1962,7,21,0.02,0,0
"12557","HANOVER, NH US",1962,7,22,0,0,0
"12558","HANOVER, NH US",1962,7,23,0.32,0,0
"12559","HANOVER, NH US",1962,7,24,0.28,0,0
"12560","HANOVER, NH US",1962,7,25,0,0,0
"12561","HANOVER, NH US",1962,7,26,0.25,0,0
"12562","HANOVER, NH US",1962,7,27,0.02,0,0
"12563","HANOVER, NH US",1962,7,28,0,0,0
"12564","HANOVER, NH US",1962,7,29,0,0,0
"12565","HANOVER, NH US",1962,7,30,0.17,0,0
"12566","HANOVER, NH US",1962,7,31,0.08,0,0
"12567","HANOVER, NH US",1962,8,1,0,0,0
"12568","HANOVER, NH US",1962,8,2,0,0,0
"12569","HANOVER, NH US",1962,8,3,0,0,0
"12570","HANOVER, NH US",1962,8,4,0,0,0
"12571","HANOVER, NH US",1962,8,5,0,0,0
"12572","HANOVER, NH US",1962,8,6,0,0,0
"12573","HANOVER, NH US",1962,8,7,0.26,0,0
"12574","HANOVER, NH US",1962,8,8,0.01,0,0
"12575","HANOVER, NH US",1962,8,9,0.04,0,0
"12576","HANOVER, NH US",1962,8,10,0.78,0,0
"12577","HANOVER, NH US",1962,8,11,0.08,0,0
"12578","HANOVER, NH US",1962,8,12,0,0,0
"12579","HANOVER, NH US",1962,8,13,0,0,0
"12580","HANOVER, NH US",1962,8,14,0.27,0,0
"12581","HANOVER, NH US",1962,8,15,0,0,0
"12582","HANOVER, NH US",1962,8,16,0,0,0
"12583","HANOVER, NH US",1962,8,17,0.5,0,0
"12584","HANOVER, NH US",1962,8,18,0.02,0,0
"12585","HANOVER, NH US",1962,8,19,0,0,0
"12586","HANOVER, NH US",1962,8,20,0.07,0,0
"12587","HANOVER, NH US",1962,8,21,0.1,0,0
"12588","HANOVER, NH US",1962,8,22,0,0,0
"12589","HANOVER, NH US",1962,8,23,0,0,0
"12590","HANOVER, NH US",1962,8,24,0,0,0
"12591","HANOVER, NH US",1962,8,25,0,0,0
"12592","HANOVER, NH US",1962,8,26,0,0,0
"12593","HANOVER, NH US",1962,8,27,0,0,0
"12594","HANOVER, NH US",1962,8,28,0.03,0,0
"12595","HANOVER, NH US",1962,8,29,0.3,0,0
"12596","HANOVER, NH US",1962,8,30,0,0,0
"12597","HANOVER, NH US",1962,8,31,0,0,0
"12598","HANOVER, NH US",1962,9,1,0,0,0
"12599","HANOVER, NH US",1962,9,2,0,0,0
"12600","HANOVER, NH US",1962,9,3,0,0,0
"12601","HANOVER, NH US",1962,9,4,0,0,0
"12602","HANOVER, NH US",1962,9,5,0,0,0
"12603","HANOVER, NH US",1962,9,6,0.57,0,0
"12604","HANOVER, NH US",1962,9,7,0,0,0
"12605","HANOVER, NH US",1962,9,8,0,0,0
"12606","HANOVER, NH US",1962,9,9,0,0,0
"12607","HANOVER, NH US",1962,9,10,0.04,0,0
"12608","HANOVER, NH US",1962,9,11,1.28,0,0
"12609","HANOVER, NH US",1962,9,12,0.02,0,0
"12610","HANOVER, NH US",1962,9,13,0,0,0
"12611","HANOVER, NH US",1962,9,14,0,0,0
"12612","HANOVER, NH US",1962,9,15,0,0,0
"12613","HANOVER, NH US",1962,9,16,0,0,0
"12614","HANOVER, NH US",1962,9,17,0.07,0,0
"12615","HANOVER, NH US",1962,9,18,0.47,0,0
"12616","HANOVER, NH US",1962,9,19,0.07,0,0
"12617","HANOVER, NH US",1962,9,20,0,0,0
"12618","HANOVER, NH US",1962,9,21,0,0,0
"12619","HANOVER, NH US",1962,9,22,0,0,0
"12620","HANOVER, NH US",1962,9,23,0.03,0,0
"12621","HANOVER, NH US",1962,9,24,0,0,0
"12622","HANOVER, NH US",1962,9,25,0,0,0
"12623","HANOVER, NH US",1962,9,26,0.29,0,0
"12624","HANOVER, NH US",1962,9,27,0.08,0,0
"12625","HANOVER, NH US",1962,9,28,0.22,0,0
"12626","HANOVER, NH US",1962,9,29,0.02,0,0
"12627","HANOVER, NH US",1962,9,30,0.05,0,0
"12628","HANOVER, NH US",1962,10,1,0,0,0
"12629","HANOVER, NH US",1962,10,2,0,0,0
"12630","HANOVER, NH US",1962,10,3,0,0,0
"12631","HANOVER, NH US",1962,10,4,0.02,0,0
"12632","HANOVER, NH US",1962,10,5,1.33,0,0
"12633","HANOVER, NH US",1962,10,6,2.24,0,0
"12634","HANOVER, NH US",1962,10,7,1.26,0,0
"12635","HANOVER, NH US",1962,10,8,0.02,0,0
"12636","HANOVER, NH US",1962,10,9,0.1,0,0
"12637","HANOVER, NH US",1962,10,10,0.2,0,0
"12638","HANOVER, NH US",1962,10,11,0.03,0,0
"12639","HANOVER, NH US",1962,10,12,0.13,0,0
"12640","HANOVER, NH US",1962,10,13,0,0,0
"12641","HANOVER, NH US",1962,10,14,0,0,0
"12642","HANOVER, NH US",1962,10,15,0,0,0
"12643","HANOVER, NH US",1962,10,16,0,0,0
"12644","HANOVER, NH US",1962,10,17,0.02,0,0
"12645","HANOVER, NH US",1962,10,18,0,0,0
"12646","HANOVER, NH US",1962,10,19,0,0,0
"12647","HANOVER, NH US",1962,10,20,0,0,0
"12648","HANOVER, NH US",1962,10,21,0.15,0,0
"12649","HANOVER, NH US",1962,10,22,0,0,0
"12650","HANOVER, NH US",1962,10,23,0.1,0,0
"12651","HANOVER, NH US",1962,10,24,0,0,0
"12652","HANOVER, NH US",1962,10,25,0,0,0
"12653","HANOVER, NH US",1962,10,26,0,0,0
"12654","HANOVER, NH US",1962,10,27,0,0,0
"12655","HANOVER, NH US",1962,10,28,0,0,0
"12656","HANOVER, NH US",1962,10,29,0.04,0,0
"12657","HANOVER, NH US",1962,10,30,0,0,0
"12658","HANOVER, NH US",1962,10,31,1.02,0,0
"12659","HANOVER, NH US",1962,11,1,0.24,0,0
"12660","HANOVER, NH US",1962,11,2,0,0,0
"12661","HANOVER, NH US",1962,11,3,0.51,2.6,2
"12662","HANOVER, NH US",1962,11,4,0.04,0,0
"12663","HANOVER, NH US",1962,11,5,0,0,0
"12664","HANOVER, NH US",1962,11,6,0,0,0
"12665","HANOVER, NH US",1962,11,7,0,0,0
"12666","HANOVER, NH US",1962,11,8,0,0,0
"12667","HANOVER, NH US",1962,11,9,0,0,0
"12668","HANOVER, NH US",1962,11,10,0.33,0,0
"12669","HANOVER, NH US",1962,11,11,0.21,0,0
"12670","HANOVER, NH US",1962,11,12,0,0,0
"12671","HANOVER, NH US",1962,11,13,0.03,0.3,0
"12672","HANOVER, NH US",1962,11,14,0,0,0
"12673","HANOVER, NH US",1962,11,15,0,0,0
"12674","HANOVER, NH US",1962,11,16,0,0,0
"12675","HANOVER, NH US",1962,11,17,0,0,0
"12676","HANOVER, NH US",1962,11,18,0.14,2.3,2
"12677","HANOVER, NH US",1962,11,19,0,0,1
"12678","HANOVER, NH US",1962,11,20,0,0,0
"12679","HANOVER, NH US",1962,11,21,0,0,0
"12680","HANOVER, NH US",1962,11,22,0.77,0,0
"12681","HANOVER, NH US",1962,11,23,0,0,0
"12682","HANOVER, NH US",1962,11,24,0.05,0.5,0
"12683","HANOVER, NH US",1962,11,25,0,0,0
"12684","HANOVER, NH US",1962,11,26,0,0,0
"12685","HANOVER, NH US",1962,11,27,0,0,0
"12686","HANOVER, NH US",1962,11,28,0,0,0
"12687","HANOVER, NH US",1962,11,29,0,0,0
"12688","HANOVER, NH US",1962,11,30,0,0,0
"12689","HANOVER, NH US",1962,12,1,0,0,0
"12690","HANOVER, NH US",1962,12,2,0,0,0
"12691","HANOVER, NH US",1962,12,3,0,0,0
"12692","HANOVER, NH US",1962,12,4,0,0,0
"12693","HANOVER, NH US",1962,12,5,0.07,0,0
"12694","HANOVER, NH US",1962,12,6,0.96,0,0
"12695","HANOVER, NH US",1962,12,7,0.04,0.1,0
"12696","HANOVER, NH US",1962,12,8,0.01,0,0
"12697","HANOVER, NH US",1962,12,9,0.17,1.5,2
"12698","HANOVER, NH US",1962,12,10,0.13,1.4,3
"12699","HANOVER, NH US",1962,12,11,0,0,3
"12700","HANOVER, NH US",1962,12,12,0,0,3
"12701","HANOVER, NH US",1962,12,13,0,0,3
"12702","HANOVER, NH US",1962,12,14,0.02,0.5,3
"12703","HANOVER, NH US",1962,12,15,0,0,3
"12704","HANOVER, NH US",1962,12,16,0.01,0.1,3
"12705","HANOVER, NH US",1962,12,17,0,0.5,3
"12706","HANOVER, NH US",1962,12,18,0,0,3
"12707","HANOVER, NH US",1962,12,19,0,0,3
"12708","HANOVER, NH US",1962,12,20,0,0,3
"12709","HANOVER, NH US",1962,12,21,0,0,3
"12710","HANOVER, NH US",1962,12,22,0.62,6.2,9
"12711","HANOVER, NH US",1962,12,23,0,0,8
"12712","HANOVER, NH US",1962,12,24,0,0,7
"12713","HANOVER, NH US",1962,12,25,0,0,7
"12714","HANOVER, NH US",1962,12,26,0.07,0.8,7
"12715","HANOVER, NH US",1962,12,27,0,0,7
"12716","HANOVER, NH US",1962,12,28,0,0,7
"12717","HANOVER, NH US",1962,12,29,0.19,2,9
"12718","HANOVER, NH US",1962,12,30,0.26,4,13
"12719","HANOVER, NH US",1962,12,31,0.1,0.8,13
"12720","HANOVER, NH US",1963,1,1,0,0,13
"12721","HANOVER, NH US",1963,1,2,0,0,12
"12722","HANOVER, NH US",1963,1,3,0,0,12
"12723","HANOVER, NH US",1963,1,4,0,0,12
"12724","HANOVER, NH US",1963,1,5,0,0,11
"12725","HANOVER, NH US",1963,1,6,0,0,11
"12726","HANOVER, NH US",1963,1,7,0,0,10
"12727","HANOVER, NH US",1963,1,8,0,0,10
"12728","HANOVER, NH US",1963,1,9,0,0,10
"12729","HANOVER, NH US",1963,1,10,0,0,9
"12730","HANOVER, NH US",1963,1,11,0.03,0,9
"12731","HANOVER, NH US",1963,1,12,0.43,4,13
"12732","HANOVER, NH US",1963,1,13,0.3,4,16
"12733","HANOVER, NH US",1963,1,14,0,0,16
"12734","HANOVER, NH US",1963,1,15,0,0,15
"12735","HANOVER, NH US",1963,1,16,0,0,15
"12736","HANOVER, NH US",1963,1,17,0,0,14
"12737","HANOVER, NH US",1963,1,18,0,0,14
"12738","HANOVER, NH US",1963,1,19,0,0,14
"12739","HANOVER, NH US",1963,1,20,0.33,2,14
"12740","HANOVER, NH US",1963,1,21,0,0,13
"12741","HANOVER, NH US",1963,1,22,0,0,13
"12742","HANOVER, NH US",1963,1,23,0.38,4.8,18
"12743","HANOVER, NH US",1963,1,24,0.28,4.6,22
"12744","HANOVER, NH US",1963,1,25,0,0,21
"12745","HANOVER, NH US",1963,1,26,0.01,0.2,20
"12746","HANOVER, NH US",1963,1,27,0.79,9,28
"12747","HANOVER, NH US",1963,1,28,0,0.2,26
"12748","HANOVER, NH US",1963,1,29,0,0,25
"12749","HANOVER, NH US",1963,1,30,0,0,24
"12750","HANOVER, NH US",1963,1,31,0,0,24
"12751","HANOVER, NH US",1963,2,1,0,0,23
"12752","HANOVER, NH US",1963,2,2,0.49,2,25
"12753","HANOVER, NH US",1963,2,3,0.08,0.7,25
"12754","HANOVER, NH US",1963,2,4,0,0.1,25
"12755","HANOVER, NH US",1963,2,5,0.09,1.8,26
"12756","HANOVER, NH US",1963,2,6,0,0,24
"12757","HANOVER, NH US",1963,2,7,0,0.1,24
"12758","HANOVER, NH US",1963,2,8,0,0,24
"12759","HANOVER, NH US",1963,2,9,0,0,24
"12760","HANOVER, NH US",1963,2,10,0,0,24
"12761","HANOVER, NH US",1963,2,11,0,0,23
"12762","HANOVER, NH US",1963,2,12,0.63,6,29
"12763","HANOVER, NH US",1963,2,13,0.06,0.7,28
"12764","HANOVER, NH US",1963,2,14,0,0.1,28
"12765","HANOVER, NH US",1963,2,15,0,0.1,27
"12766","HANOVER, NH US",1963,2,16,0,0,27
"12767","HANOVER, NH US",1963,2,17,0,0,26
"12768","HANOVER, NH US",1963,2,18,0,0,25
"12769","HANOVER, NH US",1963,2,19,0.14,1,25
"12770","HANOVER, NH US",1963,2,20,0.3,5.1,26
"12771","HANOVER, NH US",1963,2,21,0,0,25
"12772","HANOVER, NH US",1963,2,22,0,0,25
"12773","HANOVER, NH US",1963,2,23,0,0,25
"12774","HANOVER, NH US",1963,2,24,0.03,0.5,25
"12775","HANOVER, NH US",1963,2,25,0,0,25
"12776","HANOVER, NH US",1963,2,26,0.01,0.4,25
"12777","HANOVER, NH US",1963,2,27,0,0,25
"12778","HANOVER, NH US",1963,2,28,0,0,25
"12779","HANOVER, NH US",1963,3,1,0.03,0.4,25
"12780","HANOVER, NH US",1963,3,2,0.33,3.6,28
"12781","HANOVER, NH US",1963,3,3,0,0,28
"12782","HANOVER, NH US",1963,3,4,0.16,2.7,31
"12783","HANOVER, NH US",1963,3,5,0.04,0.7,28
"12784","HANOVER, NH US",1963,3,6,0.57,2.9,32
"12785","HANOVER, NH US",1963,3,7,0.02,0.7,30
"12786","HANOVER, NH US",1963,3,8,0,0,29
"12787","HANOVER, NH US",1963,3,9,0,0,27
"12788","HANOVER, NH US",1963,3,10,0.25,3.6,29
"12789","HANOVER, NH US",1963,3,11,0,0,29
"12790","HANOVER, NH US",1963,3,12,0.32,2.8,31
"12791","HANOVER, NH US",1963,3,13,0.24,0.8,30
"12792","HANOVER, NH US",1963,3,14,0.02,0,29
"12793","HANOVER, NH US",1963,3,15,0,0,28
"12794","HANOVER, NH US",1963,3,16,0,0,28
"12795","HANOVER, NH US",1963,3,17,0.2,0.6,28
"12796","HANOVER, NH US",1963,3,18,0,0,28
"12797","HANOVER, NH US",1963,3,19,0,0,28
"12798","HANOVER, NH US",1963,3,20,0.13,1.2,29
"12799","HANOVER, NH US",1963,3,21,0.09,2.7,26
"12800","HANOVER, NH US",1963,3,22,0,0,25
"12801","HANOVER, NH US",1963,3,23,0,0,25
"12802","HANOVER, NH US",1963,3,24,0,0,25
"12803","HANOVER, NH US",1963,3,25,0,0,19
"12804","HANOVER, NH US",1963,3,26,0,0,14
"12805","HANOVER, NH US",1963,3,27,0.1,0,11
"12806","HANOVER, NH US",1963,3,28,0,0,10
"12807","HANOVER, NH US",1963,3,29,0,0,0
"12808","HANOVER, NH US",1963,3,30,0,0,0
"12809","HANOVER, NH US",1963,3,31,0,0,0
"12810","HANOVER, NH US",1963,4,1,0,0,0
"12811","HANOVER, NH US",1963,4,2,0,0,0
"12812","HANOVER, NH US",1963,4,3,0.17,0,0
"12813","HANOVER, NH US",1963,4,4,0.3,0,0
"12814","HANOVER, NH US",1963,4,5,0.01,0,0
"12815","HANOVER, NH US",1963,4,6,0,0,0
"12816","HANOVER, NH US",1963,4,7,0,0,0
"12817","HANOVER, NH US",1963,4,8,0,0,0
"12818","HANOVER, NH US",1963,4,9,0,0,0
"12819","HANOVER, NH US",1963,4,10,0,0,0
"12820","HANOVER, NH US",1963,4,11,0,0,0
"12821","HANOVER, NH US",1963,4,12,0,0,0
"12822","HANOVER, NH US",1963,4,13,0,0,0
"12823","HANOVER, NH US",1963,4,14,0,0,0
"12824","HANOVER, NH US",1963,4,15,0,0,0
"12825","HANOVER, NH US",1963,4,16,0,0,0
"12826","HANOVER, NH US",1963,4,17,0,0,0
"12827","HANOVER, NH US",1963,4,18,0.04,0,0
"12828","HANOVER, NH US",1963,4,19,0.03,0,0
"12829","HANOVER, NH US",1963,4,20,0.45,0,0
"12830","HANOVER, NH US",1963,4,21,0,0,0
"12831","HANOVER, NH US",1963,4,22,0.1,0,0
"12832","HANOVER, NH US",1963,4,23,0.14,0,0
"12833","HANOVER, NH US",1963,4,24,0.07,0,0
"12834","HANOVER, NH US",1963,4,25,0,0,0
"12835","HANOVER, NH US",1963,4,26,0,0,0
"12836","HANOVER, NH US",1963,4,27,0,0,0
"12837","HANOVER, NH US",1963,4,28,0,0,0
"12838","HANOVER, NH US",1963,4,29,0,0,0
"12839","HANOVER, NH US",1963,4,30,0.54,0,0
"12840","HANOVER, NH US",1963,5,1,0.14,0,0
"12841","HANOVER, NH US",1963,5,2,0.05,0,0
"12842","HANOVER, NH US",1963,5,3,0,0,0
"12843","HANOVER, NH US",1963,5,4,0.05,0,0
"12844","HANOVER, NH US",1963,5,5,0.02,0,0
"12845","HANOVER, NH US",1963,5,6,0,0,0
"12846","HANOVER, NH US",1963,5,7,0,0,0
"12847","HANOVER, NH US",1963,5,8,0.07,0,0
"12848","HANOVER, NH US",1963,5,9,0.05,0,0
"12849","HANOVER, NH US",1963,5,10,0.04,0,0
"12850","HANOVER, NH US",1963,5,11,0.74,0,0
"12851","HANOVER, NH US",1963,5,12,0,0,0
"12852","HANOVER, NH US",1963,5,13,0,0,0
"12853","HANOVER, NH US",1963,5,14,0.15,0,0
"12854","HANOVER, NH US",1963,5,15,0,0,0
"12855","HANOVER, NH US",1963,5,16,0,0,0
"12856","HANOVER, NH US",1963,5,17,0,0,0
"12857","HANOVER, NH US",1963,5,18,0.45,0,0
"12858","HANOVER, NH US",1963,5,19,0.01,0,0
"12859","HANOVER, NH US",1963,5,20,0.09,0,0
"12860","HANOVER, NH US",1963,5,21,0,0,0
"12861","HANOVER, NH US",1963,5,22,0.16,0,0
"12862","HANOVER, NH US",1963,5,23,0,0,0
"12863","HANOVER, NH US",1963,5,24,0,0,0
"12864","HANOVER, NH US",1963,5,25,0,0,0
"12865","HANOVER, NH US",1963,5,26,0,0,0
"12866","HANOVER, NH US",1963,5,27,0,0,0
"12867","HANOVER, NH US",1963,5,28,0,0,0
"12868","HANOVER, NH US",1963,5,29,0.16,0,0
"12869","HANOVER, NH US",1963,5,30,0.01,0,0
"12870","HANOVER, NH US",1963,5,31,0,0,0
"12871","HANOVER, NH US",1963,6,1,0,0,0
"12872","HANOVER, NH US",1963,6,2,0,0,0
"12873","HANOVER, NH US",1963,6,3,0,0,0
"12874","HANOVER, NH US",1963,6,4,0,0,0
"12875","HANOVER, NH US",1963,6,5,0,0,0
"12876","HANOVER, NH US",1963,6,6,0.06,0,0
"12877","HANOVER, NH US",1963,6,7,0.03,0,0
"12878","HANOVER, NH US",1963,6,8,0,0,0
"12879","HANOVER, NH US",1963,6,9,0.1,0,0
"12880","HANOVER, NH US",1963,6,10,0,0,0
"12881","HANOVER, NH US",1963,6,11,0.15,0,0
"12882","HANOVER, NH US",1963,6,12,0.02,0,0
"12883","HANOVER, NH US",1963,6,13,0,0,0
"12884","HANOVER, NH US",1963,6,14,0.1,0,0
"12885","HANOVER, NH US",1963,6,15,0.03,0,0
"12886","HANOVER, NH US",1963,6,16,0.01,0,0
"12887","HANOVER, NH US",1963,6,17,0.01,0,0
"12888","HANOVER, NH US",1963,6,18,0.01,0,0
"12889","HANOVER, NH US",1963,6,19,0,0,0
"12890","HANOVER, NH US",1963,6,20,0.03,0,0
"12891","HANOVER, NH US",1963,6,21,0.22,0,0
"12892","HANOVER, NH US",1963,6,22,0.04,0,0
"12893","HANOVER, NH US",1963,6,23,0.01,0,0
"12894","HANOVER, NH US",1963,6,24,0,0,0
"12895","HANOVER, NH US",1963,6,25,0,0,0
"12896","HANOVER, NH US",1963,6,26,0,0,0
"12897","HANOVER, NH US",1963,6,27,0,0,0
"12898","HANOVER, NH US",1963,6,28,0.65,0,0
"12899","HANOVER, NH US",1963,6,29,0,0,0
"12900","HANOVER, NH US",1963,6,30,0,0,0
"12901","HANOVER, NH US",1963,7,1,0,0,0
"12902","HANOVER, NH US",1963,7,2,0.01,0,0
"12903","HANOVER, NH US",1963,7,3,0.04,0,0
"12904","HANOVER, NH US",1963,7,4,0,0,0
"12905","HANOVER, NH US",1963,7,5,0.13,0,0
"12906","HANOVER, NH US",1963,7,6,0,0,0
"12907","HANOVER, NH US",1963,7,7,0.12,0,0
"12908","HANOVER, NH US",1963,7,8,0.1,0,0
"12909","HANOVER, NH US",1963,7,9,0,0,0
"12910","HANOVER, NH US",1963,7,10,0,0,0
"12911","HANOVER, NH US",1963,7,11,0,0,0
"12912","HANOVER, NH US",1963,7,12,0,0,0
"12913","HANOVER, NH US",1963,7,13,0,0,0
"12914","HANOVER, NH US",1963,7,14,0,0,0
"12915","HANOVER, NH US",1963,7,15,0.03,0,0
"12916","HANOVER, NH US",1963,7,16,0,0,0
"12917","HANOVER, NH US",1963,7,17,0,0,0
"12918","HANOVER, NH US",1963,7,18,0.43,0,0
"12919","HANOVER, NH US",1963,7,19,0.01,0,0
"12920","HANOVER, NH US",1963,7,20,0.02,0,0
"12921","HANOVER, NH US",1963,7,21,0.21,0,0
"12922","HANOVER, NH US",1963,7,22,0,0,0
"12923","HANOVER, NH US",1963,7,23,0,0,0
"12924","HANOVER, NH US",1963,7,24,0,0,0
"12925","HANOVER, NH US",1963,7,25,0,0,0
"12926","HANOVER, NH US",1963,7,26,0,0,0
"12927","HANOVER, NH US",1963,7,27,0,0,0
"12928","HANOVER, NH US",1963,7,28,0,0,0
"12929","HANOVER, NH US",1963,7,29,0,0,0
"12930","HANOVER, NH US",1963,7,30,0.09,0,0
"12931","HANOVER, NH US",1963,7,31,0.02,0,0
"12932","HANOVER, NH US",1963,8,1,0.15,0,0
"12933","HANOVER, NH US",1963,8,2,0.06,0,0
"12934","HANOVER, NH US",1963,8,3,0,0,0
"12935","HANOVER, NH US",1963,8,4,0.26,0,0
"12936","HANOVER, NH US",1963,8,5,0.02,0,0
"12937","HANOVER, NH US",1963,8,6,0,0,0
"12938","HANOVER, NH US",1963,8,7,0,0,0
"12939","HANOVER, NH US",1963,8,8,0,0,0
"12940","HANOVER, NH US",1963,8,9,0,0,0
"12941","HANOVER, NH US",1963,8,10,0,0,0
"12942","HANOVER, NH US",1963,8,11,0.12,0,0
"12943","HANOVER, NH US",1963,8,12,0,0,0
"12944","HANOVER, NH US",1963,8,13,0.28,0,0
"12945","HANOVER, NH US",1963,8,14,0.34,0,0
"12946","HANOVER, NH US",1963,8,15,0,0,0
"12947","HANOVER, NH US",1963,8,16,0.06,0,0
"12948","HANOVER, NH US",1963,8,17,0.03,0,0
"12949","HANOVER, NH US",1963,8,18,0.16,0,0
"12950","HANOVER, NH US",1963,8,19,0,0,0
"12951","HANOVER, NH US",1963,8,20,0.28,0,0
"12952","HANOVER, NH US",1963,8,21,0,0,0
"12953","HANOVER, NH US",1963,8,22,0,0,0
"12954","HANOVER, NH US",1963,8,23,0.07,0,0
"12955","HANOVER, NH US",1963,8,24,0.03,0,0
"12956","HANOVER, NH US",1963,8,25,0,0,0
"12957","HANOVER, NH US",1963,8,26,0,0,0
"12958","HANOVER, NH US",1963,8,27,0,0,0
"12959","HANOVER, NH US",1963,8,28,0,0,0
"12960","HANOVER, NH US",1963,8,29,0.35,0,0
"12961","HANOVER, NH US",1963,8,30,0,0,0
"12962","HANOVER, NH US",1963,8,31,0,0,0
"12963","HANOVER, NH US",1963,9,1,0,0,0
"12964","HANOVER, NH US",1963,9,2,0,0,0
"12965","HANOVER, NH US",1963,9,3,0,0,0
"12966","HANOVER, NH US",1963,9,4,0.51,0,0
"12967","HANOVER, NH US",1963,9,5,0,0,0
"12968","HANOVER, NH US",1963,9,6,0,0,0
"12969","HANOVER, NH US",1963,9,7,0,0,0
"12970","HANOVER, NH US",1963,9,8,0,0,0
"12971","HANOVER, NH US",1963,9,9,0,0,0
"12972","HANOVER, NH US",1963,9,10,0,0,0
"12973","HANOVER, NH US",1963,9,11,0,0,0
"12974","HANOVER, NH US",1963,9,12,0.05,0,0
"12975","HANOVER, NH US",1963,9,13,0,0,0
"12976","HANOVER, NH US",1963,9,14,0,0,0
"12977","HANOVER, NH US",1963,9,15,0,0,0
"12978","HANOVER, NH US",1963,9,16,0,0,0
"12979","HANOVER, NH US",1963,9,17,0,0,0
"12980","HANOVER, NH US",1963,9,18,0,0,0
"12981","HANOVER, NH US",1963,9,19,0,0,0
